start_datetime,end_datetime,cme_datetime,start_frequency,end_frequency,flare_location,flare_region,flare_classification,cme_angle,cme_width,cme_speed,is_halo,is_lower_bound
2013-06-21 03:35:00,2013-06-21 05:15:00,2013-06-21 03:12:00,14000,2000,S16E73,11777,M2.9,123,207,1900,False,True
2013-06-28 01:53:00,2013-06-28 03:26:00,2013-06-28 02:00:00,14000,400,S18W19,11777,C4.4,NA,360,1037,True,False
2013-07-04 20:57:00,2013-07-04 21:27:00,2013-07-04 20:12:00,11000,2900,S14E62,11787,C6.8,111,188,468,False,False
2013-08-06 02:01:00,2013-08-06 02:11:00,2013-08-06 02:12:00,14000,11000,N27E25,EP,B4.5,48,207,441,False,False
2013-08-17 20:25:00,2013-08-18 03:05:00,2013-08-17 19:12:00,1800,150,S05W30,11818,M1.4,NA,360,1202,True,False
2013-08-30 02:34:00,2013-08-31 04:00:00,2013-08-30 02:48:00,14000,50,N15E46,11836,C8.3,NA,360,949,True,False
2013-09-06 22:29:00,2013-09-06 22:34:00,2013-09-06 20:48:00,5000,2000,N10E104,DIM,NA,90,182,734,False,False
2013-09-29 21:53:00,2013-09-30 21:00:00,2013-09-29 22:12:00,14000,60,N17W29,EP,C1.3,NA,360,1179,True,False
2013-10-02 20:46:00,2013-10-02 21:10:00,2013-10-02 20:36:00,10000,5200,N20W85,DIM,C1.2,309,263,619,False,False
2013-10-05 07:00:00,2013-10-05 14:46:00,2013-10-05 07:09:00,16000,200,S22E118,11865,NA,NA,360,964,True,False
2013-10-11 07:23:00,2013-10-11 11:43:00,2013-10-11 07:24:00,14000,100,N21E103,11869,NA,NA,360,1200,True,False
2013-10-13 18:47:00,2013-10-14 05:15:00,2013-10-13 14:12:00,2100,600,------,NA,NA,220,83,293,False,False
2013-10-22 21:33:00,2013-10-22 22:08:00,2013-10-22 21:48:00,14000,650,N04W01,11875,M4.2,NA,360,459,True,False
2013-10-25 15:08:00,2013-10-25 22:32:00,2013-10-25 15:12:00,16000,200,S06E69,11882,X2.1,NA,360,1081,True,False
2013-10-26 03:01:00,2013-10-26 04:00:00,2013-10-26 03:12:00,14000,200,N09W44,11875,C4.5,271,208,473,False,False
2013-10-26 09:34:00,2013-10-26 10:10:00,2013-10-26 09:48:00,14000,5000,N08W49,11875,M1.3,286,141,460,False,False
2013-10-27 18:12:00,2013-10-27 18:36:00,2013-10-27 18:12:00,14000,1700,N06W70,11875,C9.1,308,189,795,False,False
2013-10-28 04:41:00,2013-10-28 11:51:00,2013-10-28 04:48:00,14000,200,N08W71,11875,M5.1,315,156,1201,False,False
2013-10-28 15:24:00,2013-10-28 15:29:00,2013-10-28 15:36:00,14000,9000,S06E28,11882,M4.4,NA,360,812,True,False
2013-11-04 05:10:00,2013-11-04 08:00:00,2013-11-04 05:12:00,16000,450,N03W165,11875,NA,NA,360,1040,True,False
2013-11-07 10:26:00,2013-11-07 20:40:00,2013-11-07 10:36:00,16000,100,N02E151,11899,NA,NA,360,1405,True,False
2013-11-19 10:39:00,2013-11-19 20:20:00,2013-11-19 10:36:00,14000,100,S14W70,11893,X1.0,NA,360,740,True,False
2013-11-29 22:18:00,2013-11-30 09:20:00,2013-11-29 17:24:00,1800,100,N06W183,11899,NA,251,188,465,False,False
2013-12-05 12:45:00,2013-12-05 13:00:00,2013-12-05 10:24:00,4200,1600,S20E119,DIM,NA,133,148,549,False,False
2013-12-05 20:48:00,2013-12-05 21:35:00,NA,14000,2500,------,NA,NA,NA,,NA,False,True
2013-12-07 07:43:00,2013-12-07 08:36:00,2013-12-07 07:36:00,14000,3000,S16W49,11909,M1.2,NA,360,1085,True,False
2013-12-12 03:55:00,2013-12-12 21:30:00,2013-12-12 03:36:00,12000,70,S23W46,11912,C4.6,214,276,1002,False,False
2013-12-20 08:23:00,2013-12-20 13:24:00,2013-12-20 04:36:00,1500,400,------,NA,NA,255,26,337,False,False
2013-12-28 17:31:00,2013-12-28 18:05:00,2013-12-28 17:36:00,16000,500,S15W125,11928,NA,NA,360,1118,True,False
2014-01-04 17:41:00,2014-01-04 18:47:00,NA,9000,100,------,NA,NA,NA,,NA,False,True
2014-01-04 19:03:00,2014-01-05 09:00:00,NA,6500,100,------,NA,NA,NA,,NA,False,True
2014-01-06 07:57:00,2014-01-06 22:30:00,2014-01-06 08:00:00,14000,80,S15W112,11936,NA,NA,360,1402,True,False
2014-01-07 18:33:00,2014-01-08 21:00:00,2014-01-07 18:24:00,14000,60,S15W11,11943,X1.2,NA,360,1830,True,False
2014-01-20 22:24:00,2014-01-20 22:36:00,2014-01-20 22:00:00,14000,8000,S07E67,DIM,C3.6,NA,360,721,True,False
2014-02-18 02:16:00,2014-02-18 02:51:00,2014-02-18 01:36:00,2000,900,S24W43,EP,NA,NA,360,779,True,False
2014-02-20 08:05:00,2014-02-20 08:29:00,2014-02-20 08:00:00,12000,7700,S15W73,11976,M3.0,NA,360,948,True,False
2014-02-25 00:56:00,2014-02-25 11:28:00,2014-02-25 01:25:00,14000,100,S12E82,11990,X4.9,NA,360,2147,True,False
2014-03-04 18:24:00,2014-03-04 20:10:00,2014-03-04 18:48:00,16000,2000,N13W170,12005,NA,NA,360,794,True,False
2014-03-05 13:33:00,2014-03-05 17:10:00,2014-03-05 13:48:00,16000,500,N14E180,NA,NA,NA,360,828,True,False
2014-03-25 07:52:00,2014-03-25 11:30:00,2014-03-25 05:36:00,1700,400,S23W130,EP,NA,261,223,651,False,False
2014-03-29 00:12:00,2014-03-29 00:48:00,2014-03-28 23:48:00,14000,2200,N11W23,12017,M2.6,325,138,514,False,False
2014-03-29 17:59:00,2014-03-30 09:58:00,2014-03-29 18:12:00,14000,200,S08W152,12011,NA,NA,360,528,True,False
2014-04-02 13:42:00,2014-04-03 08:10:00,2014-04-02 13:36:00,14000,60,N11E53,12027,M6.5,NA,360,1471,True,False
2014-04-02 18:49:00,2014-04-03 06:40:00,NA,2400,200,------,NA,NA,NA,,NA,False,True
2014-04-04 14:02:00,2014-04-04 14:07:00,2014-04-04 14:12:00,14000,11000,N13E26,12027,C8.3,54,96,467,False,False
2014-04-18 13:05:00,2014-04-18 22:50:00,2014-04-18 13:25:00,14000,150,S20W34,12036,M7.3,NA,360,1203,True,False
2014-05-07 16:24:00,2014-05-07 23:18:00,2014-05-07 16:24:00,16000,200,N11E53,12027,NA,NA,360,923,True,False
2014-05-08 03:21:00,2014-05-08 05:26:00,2014-05-08 03:24:00,16000,1100,S09W108,12051,NA,NA,360,847,True,False
2014-05-09 02:40:00,2014-05-09 04:30:00,2014-05-09 02:48:00,14000,500,S11W122,12051,NA,NA,360,1099,True,False
2014-05-10 04:32:00,2014-05-10 08:37:00,2014-05-10 04:36:00,16000,400,S11W136,12051,NA,NA,360,1086,True,False
2014-06-10 12:58:00,2014-06-10 15:00:00,2014-06-10 13:30:00,16000,1000,S17E82,12087,X1.5,NA,360,1469,True,False
2014-06-12 22:14:00,2014-06-12 22:35:00,2014-06-12 22:12:00,14000,6000,S20W55,12085,M3.1,233,186,684,False,False
2014-07-30 07:44:00,2014-07-30 08:00:00,2014-07-30 07:00:00,6300,4500,N10E30,EP?,C1.5,13,254,700,False,False
2014-08-01 18:58:00,2014-08-02 05:00:00,2014-08-01 18:36:00,1000,150,S10E11,12127,M1.5,NA,360,789,True,True
2014-08-22 10:37:00,2014-08-22 11:18:00,2014-08-22 11:12:00,14000,6000,N12E01,12146,C2.2,NA,360,600,True,False
2014-08-25 15:20:00,2014-08-25 16:02:00,2014-08-25 15:36:00,14000,4000,N05W36,12146,M2.0,NA,360,555,True,False
2014-08-25 20:43:00,2014-08-25 21:00:00,2014-08-25 20:48:00,14000,7200,N07W43,12146,M3.9,273,177,711,False,False
2014-08-28 17:05:00,2014-08-28 22:08:00,2014-08-28 17:24:00,16000,600,S19E162,12157,NA,NA,360,766,True,False
2014-09-01 11:12:00,2014-09-01 20:05:00,2014-09-01 11:12:00,16000,150,N14E127,12158,NA,NA,360,1901,True,False
2014-09-09 00:05:00,2014-09-09 13:00:00,2014-09-09 00:06:00,11000,100,N12E29,12158,M4.5,NA,360,920,True,False
2014-09-10 17:45:00,2014-09-11 12:00:00,2014-09-10 18:00:00,14000,100,N14E02,12158,X1.6,NA,360,1267,True,False
2014-09-20 05:10:00,2014-09-20 05:30:00,2014-09-20 05:24:00,14000,9700,S11W89,12164,NA,292,87,426,False,False
2014-09-22 06:13:00,2014-09-22 06:50:00,2014-09-22 06:12:00,16000,4900,N14W142,12158,NA,342,252,618,False,False
2014-09-23 23:41:00,2014-09-23 23:47:00,2014-09-23 23:36:00,14000,12000,S13E33,12172,M2.3,109,134,331,False,False
2014-09-24 20:54:00,2014-09-24 23:48:00,2014-09-24 21:30:00,16000,500,N13E179,EP,NA,NA,360,1350,True,False
2014-10-02 21:34:00,2014-10-02 21:56:00,2014-10-02 19:12:00,3300,1900,S17W82,12173,M7.3,264,159,513,False,False
2014-10-10 18:11:00,2014-10-10 18:33:00,2014-10-10 16:12:00,2500,1500,S20W51,EP,C3.0,309,210,782,False,True
2014-10-21 12:33:00,2014-10-21 13:01:00,2014-10-21 12:48:00,14000,8900,S18E36,12192,C4.4,152,142,260,False,False
2014-11-08 16:57:00,2014-11-08 17:18:00,2014-11-08 16:36:00,14000,7800,W90b,12203,NA,305,141,426,False,False
2014-12-13 14:27:00,2014-12-13 14:51:00,2014-12-13 14:24:00,14000,3900,W90b,NA,NA,NA,360,2222,True,False
2014-12-17 04:09:00,2014-12-17 04:19:00,2014-12-17 02:00:00,2900,2100,S11E33,12241,M1.1,107,108,869,False,False
2014-12-17 05:00:00,2014-12-17 05:09:00,2014-12-17 05:00:00,14000,11500,S20E09,12242,M8.7,NA,360,587,True,False
2014-12-18 22:31:00,2014-12-18 22:54:00,2014-12-19 01:04:00,5100,1300,S11E15,12241,M6.9,NA,360,1195,True,False
2014-12-21 12:05:00,2014-12-21 12:28:00,2014-12-21 12:12:00,14000,7400,S14W25,12241,M1.0,NA,360,669,True,False
2015-03-03 02:33:00,2015-03-03 02:37:00,2015-03-03 01:48:00,8100,3600,W90b,12290,M8.2,329,213,764,False,False
2015-03-06 08:00:00,2015-03-06 11:30:00,2015-03-06 07:12:00,4700,200,S20E87,12297,M1.5,83,155,880,False,False
2015-03-10 00:10:00,2015-03-10 00:27:00,2015-03-10 00:00:00,14000,6200,S18E45,12297,M5.8,NA,360,995,True,False
2015-03-11 10:30:00,2015-03-11 14:50:00,2015-03-11 08:24:00,1000,250,S15E23,12297,M2.6,62,93,530,False,False
2015-03-24 09:00:00,2015-03-24 11:47:00,2015-03-24 08:24:00,14000,400,SW90b,NA,NA,NA,360,1794,True,False
2015-04-26 03:21:00,2015-04-26 03:33:00,2015-04-26 03:24:00,8000,4600,W90b,NA,NA,NA,360,820,True,False
2015-05-05 22:24:00,2015-05-05 23:14:00,2015-05-05 22:24:00,14000,500,N15E79,12339,X2.7,NA,360,715,True,False
2015-05-12 03:00:00,2015-05-12 03:04:00,2015-05-12 02:48:00,14000,6400,W90b,NA,NA,286,250,772,False,False
2015-06-09 20:23:00,2015-06-09 22:35:00,2015-06-09 20:12:00,2300,200,S03E25,12364,C2.8,77,262,1036,False,False
2015-06-14 05:26:00,2015-06-14 05:41:00,2015-06-14 04:12:00,3000,1250,S12W34,12365,C5.9,199,195,1228,False,False
2015-06-18 17:42:00,2015-06-18 19:40:00,2015-06-18 17:24:00,3700,500,N15E50,12371,M3.0,NA,360,1305,True,False
2015-06-21 02:33:00,2015-06-21 21:20:00,2015-06-21 02:36:00,5500,150,N12E16,12371,M2.0,NA,360,1366,True,False
2015-06-22 18:20:00,2015-06-22 21:55:00,2015-06-22 18:36:00,14000,300,N12W08,12371,M6.5,NA,360,1209,True,False
2015-06-25 08:35:00,2015-06-25 16:30:00,2015-06-25 08:36:00,14000,150,N09W42,12371,M7.9,NA,360,1627,True,False
2015-07-01 16:08:00,2015-07-01 20:47:00,2015-07-01 14:36:00,1000,150,W90b,NA,NA,NA,360,1435,True,False
2015-08-22 07:07:00,2015-08-22 07:18:00,2015-08-22 07:12:00,14000,7300,S15E13,12403,M1.2,NA,360,547,True,False
2015-09-18 04:54:00,2015-09-18 09:52:00,2015-09-18 05:00:00,14000,400,S21W10,12415,C2.6,201,131,823,False,False
2015-09-20 18:23:00,2015-09-21 01:46:00,2015-09-20 18:12:00,14000,300,S20W24,12415,M2.1,NA,360,1239,True,False
2015-11-04 14:07:00,2015-11-04 15:14:00,2015-11-04 14:48:00,14000,440,N09W04,12443,M3.7,NA,360,578,True,False
2015-11-09 13:21:00,2015-11-09 13:27:00,2015-11-09 13:25:00,14000,9000,S11E41,12449,M3.9,142,273,1041,False,False
2015-12-16 08:45:00,2015-12-16 08:57:00,2015-12-16 09:36:00,5300,3800,S13W04,12468,C6.6,NA,360,579,True,False
2015-12-23 01:18:00,2015-12-23 01:23:00,2015-12-23 01:25:00,12000,6700,S22E63,12473,M4.7,98,89,520,False,False
2015-12-28 11:50:00,2015-12-28 21:45:00,2015-12-28 12:12:00,14000,180,S23W11,12473,M1.8,NA,360,1212,True,False
2016-01-02 00:55:00,2016-01-02 03:08:00,2016-01-01 23:24:00,1100,300,S25W82,12473,M2.3,NA,360,1730,True,False
2016-02-05 20:28:00,2016-02-05 23:31:00,NA,1650,500,------,NA,NA,NA,,NA,False,True
2016-02-05 22:35:00,2016-02-05 22:55:00,2016-02-05 21:24:00,5200,1900,S17W29,NA,NA,193,155,445,False,False
2016-05-04 14:20:00,2016-05-04 14:34:00,2016-05-04 14:12:00,14000,10500,N06W61,12535,C1.3,255,134,390,False,False
2016-05-24 17:00:00,2016-05-24 20:50:00,NA,1500,700,------,NA,NA,NA,,NA,False,True
2016-08-15 18:21:00,2016-08-15 18:28:00,2016-08-15 17:24:00,11000,3400,E90b,NA,NA,75,98,633,False,False
2017-04-23 06:00:00,2017-04-23 06:13:00,2017-04-23 06:00:00,15000,8300,N16E41,NA,NA,85,77,955,False,False
2017-07-14 01:18:00,2017-07-14 21:30:00,2017-07-14 01:25:00,14000,70,S06W29,12665,M2.4,NA,360,1200,True,False
2017-07-23 05:27:00,2017-07-23 06:12:00,2017-07-23 04:48:00,4400,900,BACK,NA,NA,NA,360,1848,True,False
2017-09-04 20:27:00,2017-09-05 04:54:00,2017-09-04 20:12:00,14000,210,S10W12,12673,M5.5,NA,360,1418,True,False
2017-09-06 12:05:00,2017-09-07 08:00:00,2017-09-06 12:24:00,16000,70,S08W33,12673,X9.3,NA,360,1571,True,False
2017-09-10 16:02:00,2017-09-11 06:50:00,2017-09-10 16:00:00,16000,150,S09W92,NA,X8.3,NA,360,3163,True,False
2017-09-12 07:38:00,2017-09-12 07:43:00,2017-09-12 08:03:00,16000,13000,N08E48,12680,C3.0,124,96,252,False,False
